_RAJ2000,_DEJ2000,ID,Nsp,Type,z,f_z,OName,RAJ2000,DEJ2000,RAH,DEH,AOffset,e_AOffset,POffset,e_POffset,E(B-V),E(B-V)h,FUVMag,BMag,KsMag,logSFR,logM,logsSFR,Age,Np,Simbad,recno
13 50 07.205400,+33 45 07.49090,iPTF13bsg,1,SNII,0.0615,GAL.LINES,,13 50 07.2054,+33 45 07.4909,13 50 07.2833,+33 54 03.48,1.844,0.191,2.259,0.234,0.02,0.1,-16.11,-17.87,-18.52,-0.79,9.02,-9.8,4.77,14,Simbad,546
13 26 26.459533,+32 17 23.18820,iPTF13bt,1,SNII,0.050563,NED,,13 26 26.4595,+32 17 23.1882,13 26 26.1259,+32 43 22.63,5.297,0.152,5.405,0.155,0.01,0.24,-18.57,-21.04,-22.38,0.71,10.68,-9.98,7.78,14,Simbad,547
13 51 12.848400,+34 25 10.76270,iPTF13btt,1,SNII,0.04169,NED,,13 51 12.8484,+34 25 10.7627,13 51 13.3269,+34 28 43.61,9.196,0.1,7.82,0.085,0.01,0.27,-17.63,-19.68,-20.65,0.48,9.83,-9.34,5.72,12,Simbad,548
13 24 11.517400,+30 17 40.06720,iPTF13bu,1,SNII,0.137,MATCHING,,13 24 11.5174,+30 17 40.0672,13 24 11.5006,+30 56 52.39,0.292,0.339,0.73,0.848,0.01,1.13,-4.74,-11.35,-15.85,-0.62,7.19,-7.79,0.14,2,Simbad,549
15 00 00.149600,+01 52 53.22180,iPTF13bvn,1,SNIb,0.00449,SDSS,,15 00 00.1496,+01 52 53.2218,15 00 00.3798,+02 21 44.82,35.692,0.207,3.42,0.02,0.04,0.27,-14.42,-18.43,-20.4,-0.82,9.91,-10.76,5.29,17,Simbad,550
14 20 59.405133,+15 09 42.07210,iPTF13bxj,1,SNII,0.064,MATCHING,,14 20 59.4051,+15 09 42.0721,14 20 59.3895,+15 51 06.66,0.23,0.132,0.292,0.168,0.02,0.18,-13.37,-14.65,-14.87,-1.5,7.24,-8.72,1.28,4,Simbad,551
14 29 14.785800,+15 46 26.36080,iPTF13bxl,2,SNIc-BL,0.145,GAL.LINES,2013dx,14 29 14.7858,+15 46 26.3608,14 29 14.7524,+16 11 49.91,0.716,0.084,1.879,0.22,0.04,0.16,-14.45,-15.78,-16.04,-1.15,7.64,-8.77,1.29,8,Simbad,552
11 56 40.756600,+32 37 51.33140,iPTF13c,1,SNII,0.01142,SDSS,,11 56 40.7566,+32 37 51.3314,11 56 40.4929,+33 20 33.74,8.453,0.202,2.042,0.049,0.02,0.14,-16.32,-17.82,-18.33,-0.56,8.92,-9.47,7.05,15,Simbad,553
22 13 17.701800,+14 26 06.77470,iPTF13cab,1,SNIb,0.033,MATCHING,,22 13 17.7018,+14 26 06.7747,22 13 17.8101,+15 20 10.25,11.71,0.114,7.965,0.078,0.06,0.18,-16.53,-18.55,-19.31,-0.36,9.44,-9.77,6.26,13,Simbad,554
22 15 09.836000,+13 58 33.19790,iPTF13cac,1,SNII,0.0272,SDSS,,22 15 09.8360,+13 58 33.1979,22 15 09.8525,+14 31 38.92,0.511,0.106,0.288,0.06,0.06,0.1,-14.78,-17.0,-17.61,-1.45,8.76,-10.22,4.44,16,Simbad,555
23 13 07.036267,+14 17 53.37170,iPTF13cbf,1,SNIc,0.039949,NED,,23 13 07.0363,+14 17 53.3717,23 13 07.4889,+15 10 47.92,6.592,0.196,5.383,0.16,0.06,0.17,-17.74,-19.69,-20.19,0.01,9.56,-9.57,1.4,17,Simbad,556
01 11 17.104200,+31 44 24.97020,iPTF13ccj,1,SNIc,0.01921,NED,,01 11 17.1042,+31 44 24.9702,01 11 17.3057,+32 08 13.26,2.678,0.126,1.078,0.051,0.05,0.25,-17.08,-19.08,-19.92,0.14,9.63,-9.48,6.42,14,Simbad,557
01 28 47.673333,-00 36 31.19830,iPTF13cco,1,SLSN-IIn,0.3183,GAL.LINES,,01 28 47.6733,-00 36 31.1983,01 28 47.6950,-01 07 06.46,0.338,0.163,1.617,0.78,0.03,0.06,-17.31,-17.93,-17.74,-0.38,8.28,-8.64,0.84,4,Simbad,558
02 08 51.838333,+41 49 32.52760,iPTF13ccu,1,SNII,0.0741,GAL.LINES,,02 08 51.8383,+41 49 32.5276,02 08 51.5212,+42 19 11.64,4.244,0.247,6.173,0.359,0.07,0.08,-17.14,-18.35,-18.84,-0.39,9.0,-9.39,5.09,8,Simbad,559
00 14 27.181533,+24 17 08.66830,iPTF13cjq,1,SLSN-I,0.3959,GAL.LINES,,00 14 27.1815,+24 17 08.6683,00 14 27.1821,+24 26 11.74,0.527,0.092,2.9,0.506,0.04,0.43,-15.72,-18.08,-19.25,0.61,8.5,-7.91,0.19,3,Simbad,560
01 49 51.736400,+13 09 34.21010,iPTF13ckf,1,SNII,0.03375,SDSS,,01 49 51.7364,+13 09 34.2101,01 49 51.6408,+13 47 30.19,4.514,0.161,3.137,0.112,0.06,0.16,-15.86,-17.8,-18.65,-0.69,9.18,-9.86,8.17,15,Simbad,561
01 30 40.419933,+14 28 49.70570,iPTF13clj,1,SNII,0.056,GAL.LINES,,01 30 40.4199,+14 28 49.7057,01 30 40.4391,+15 17 10.05,0.606,0.219,0.68,0.246,0.04,0.1,-15.25,-16.53,-17.02,-1.07,8.24,-9.3,4.07,12,Simbad,562
00 12 46.942600,+04 40 34.40570,iPTF13cly,1,SNII,0.0426,GAL.LINES,,00 12 46.9426,+04 40 34.4057,00 12 46.9683,+05 15 16.27,0.947,0.155,0.822,0.135,0.02,0.16,-16.09,-17.88,-18.7,-0.56,9.1,-9.65,7.47,16,Simbad,563
02 02 12.777600,+07 58 38.55400,iPTF13cnk,1,SNII,0.049,MATCHING,,02 02 12.7776,+07 58 38.5540,02 02 13.4227,+08 29 12.94,12.071,0.161,11.959,0.16,0.06,0.23,-17.05,-19.15,-20.13,0.09,9.73,-9.64,7.16,14,Simbad,564
12 37 14.825600,+10 13 18.56460,iPTF13co,1,SNII,0.04159,SDSS,,12 37 14.8256,+10 13 18.5646,12 37 14.7170,+10 30 10.52,2.122,0.172,1.8,0.146,0.02,0.19,-17.79,-19.53,-20.23,0.23,9.7,-9.47,7.21,14,Simbad,565
12 03 42.556800,+14 22 15.10640,iPTF13cp,1,SNII,0.0426,GAL.LINES,,12 03 42.5568,+14 22 15.1064,12 03 42.5570,+14 36 59.97,0.107,0.371,0.093,0.322,0.03,0.24,-16.05,-18.95,-19.92,-0.44,9.57,-10.03,1.78,14,Simbad,566
10 58 28.634800,+37 34 34.23220,iPTF13cr,1,SNIIb,0.059274,NED,,10 58 28.6348,+37 34 34.2322,10 58 28.3867,+38 10 30.59,3.726,0.164,4.411,0.194,0.02,0.2,-17.58,-19.8,-20.83,0.17,9.94,-9.77,4.59,13,Simbad,567
02 04 52.932733,+14 37 59.81020,iPTF13cuf,1,SNIIn,0.2171,GAL.LINES,,02 04 52.9327,+14 37 59.8102,02 04 52.9398,+15 36 08.99,0.668,0.199,2.424,0.722,0.04,0.38,-13.7,-15.85,-16.89,-0.34,7.55,-7.75,0.13,2,Simbad,568
01 53 20.320400,+35 50 19.12310,iPTF13cuv,1,SNIc,0.0489,GAL.LINES,,01 53 20.3204,+35 50 19.1231,01 53 20.5421,+36 09 45.90,2.772,0.071,2.741,0.07,0.06,0.12,-16.64,-18.08,-18.84,-0.41,8.99,-9.39,5.7,9,Simbad,569
23 47 43.381600,+27 25 46.20400,iPTF13czn,1,SNII,0.031015,NED,,23 47 43.3816,+27 25 46.2040,23 47 43.2003,+28 02 51.55,8.687,0.107,5.566,0.069,0.05,0.37,-16.87,-20.4,-22.4,0.55,10.7,-10.17,5.39,13,Simbad,570
23 10 00.281733,+06 47 23.41430,iPTF13czt,1,SNII,0.040298,NED,,23 10 00.2817,+06 47 23.4143,23 09 59.8770,+07 09 53.32,6.051,0.138,4.982,0.114,0.05,0.41,-18.36,-21.29,-23.0,1.32,10.9,-9.59,7.15,15,Simbad,571
13 21 45.949933,+31 14 17.98080,iPTF13d,1,SNII,0.02409,SDSS,,13 21 45.9499,+31 14 17.9808,13 21 45.4417,+31 28 02.83,7.614,0.117,3.821,0.059,0.01,0.24,-17.89,-20.4,-21.62,0.43,10.41,-9.98,6.98,15,Simbad,572
17 00 57.505400,+26 31 47.87440,iPTF13dao,1,SNII,0.03232,SDSS,,17 00 57.5054,+26 31 47.8744,17 00 57.8295,+27 17 13.99,4.649,0.118,3.099,0.079,0.04,0.2,-17.09,-18.8,-19.67,0.07,9.29,-9.18,3.65,10,Simbad,573
16 55 56.528800,+24 41 15.37370,iPTF13daz,1,SNIIn,0.045191,NED,,16 55 56.5288,+24 41 15.3737,16 55 56.1512,+24 57 07.78,5.201,0.122,4.774,0.112,0.05,0.21,-18.72,-20.77,-21.62,0.64,10.34,-9.68,6.26,13,Simbad,574
02 57 02.535000,-00 18 44.25520,iPTF13dcc,1,SLSN-I,0.4308,GAL.LINES,,02 57 02.5350,-00 18 44.2552,02 57 02.5134,-01 02 09.95,0.337,0.233,1.95,1.349,0.06,0.5,-12.73,-15.74,-17.5,-0.27,8.05,-8.13,0.3,2,Simbad,575
23 37 44.103067,+08 05 12.50920,iPTF13dhq,1,SNII,0.034851,NED,,23 37 44.1031,+08 05 12.5092,23 37 43.9054,+09 03 38.18,13.203,0.161,9.463,0.115,0.11,0.18,-18.45,-20.65,-21.55,0.41,10.37,-9.97,6.75,12,Simbad,576
23 44 58.869000,+09 55 24.74290,iPTF13dht,1,SNIc,0.04,GAL.LINES,,23 44 58.8690,+09 55 24.7429,23 44 59.0585,+10 18 12.71,3.191,0.13,2.609,0.106,0.07,0.19,-17.29,-19.03,-20.01,0.16,9.39,-9.21,3.96,14,Simbad,577
23 33 38.697800,+08 48 44.21920,iPTF13djf,1,SNIc,0.020154,NED,,23 33 38.6978,+08 48 44.2192,23 33 38.6507,+09 40 22.72,8.189,0.135,3.455,0.057,0.07,0.17,-17.63,-19.64,-20.67,0.14,9.9,-9.75,7.5,16,Simbad,578
23 41 35.150267,+03 43 30.33340,iPTF13dkk,1,SNII,0.009697,NED,2013ft,23 41 35.1503,+03 43 30.3334,23 41 33.8164,+04 12 51.06,19.973,0.14,4.106,0.029,0.05,0.19,-17.19,-19.06,-20.13,0.1,9.53,-9.42,5.91,13,Simbad,579
01 36 11.575800,+33 37 01.57800,iPTF13dkz,1,SNII,0.0164,GAL.LINES,,01 36 11.5758,+33 37 01.5780,01 36 11.6315,+33 40 46.94,2.311,0.082,0.797,0.028,0.04,0.16,-14.88,-17.04,-18.0,-1.1,8.91,-9.99,6.82,10,Simbad,580
01 02 49.053200,-00 44 31.11940,iPTF13dla,1,SNII,0.0518,GAL.LINES,,01 02 49.0532,-00 44 31.1194,01 02 49.0946,-01 14 29.42,0.884,0.223,0.923,0.233,0.03,0.02,-15.22,-16.69,-16.53,-1.54,8.21,-9.8,2.02,6,Simbad,581
18 33 04.375000,+61 15 09.15080,iPTF13dmv,2,SNII,0.0909,GAL.LINES,,18 33 04.3750,+61 15 09.1508,18 33 04.5532,+61 22 29.06,2.104,0.061,3.681,0.107,0.04,0.15,-18.2,-20.13,-20.77,0.19,9.84,-9.67,2.55,9,Simbad,582
21 15 21.020333,+12 25 43.27720,iPTF13dnt,1,SNIc-BL,0.1362,GAL.LINES,,21 15 21.0203,+12 25 43.2772,21 15 20.9213,+13 11 43.21,3.736,0.142,9.299,0.353,0.06,0.2,-18.33,-20.21,-21.18,0.54,10.02,-9.46,6.58,11,Simbad,583
22 22 07.241733,+12 30 40.06040,iPTF13dol,1,SLSN-IIn,0.226,MATCHING,,22 22 07.2417,+12 30 40.0604,22 22 07.2641,+13 10 00.82,0.332,0.394,1.242,1.474,0.07,0.99,-9.55,-15.16,-18.82,0.58,8.27,-7.56,0.08,3,Simbad,584
23 19 44.693133,+10 11 04.30260,iPTF13dqy,1,SNII,0.011855,NED,2013fs,23 19 44.6931,+10 11 04.3026,23 19 41.3760,+10 17 08.06,49.007,0.197,12.286,0.049,0.03,0.16,-17.55,-19.61,-20.28,-0.08,9.85,-9.93,5.21,14,Simbad,585
09 13 38.903133,+76 28 10.39980,iPTF13dug,1,SNIb,0.004923,NED,2013ff,09 13 38.9031,+76 28 10.3998,09 13 42.5735,+76 59 41.52,24.884,0.049,2.613,0.005,0.02,0.43,-16.41,-19.35,-20.95,0.63,9.98,-9.33,3.05,8,Simbad,586
22 59 43.035733,+14 57 42.30470,iPTF13duv,1,SLSN-IIn,0.154,MATCHING,,22 59 43.0357,+14 57 42.3047,22 59 43.1173,+15 42 28.90,3.39,0.449,9.351,1.239,0.04,0.2,-18.01,-19.83,-20.61,0.39,9.77,-9.38,5.33,12,Simbad,587
01 30 07.747533,-00 30 52.59060,iPTF13dza,1,SNII,0.07543,NED,,01 30 07.7475,-00 30 52.5906,01 30 07.4149,-01 16 40.68,7.736,0.183,11.436,0.271,0.03,0.23,-18.13,-20.45,-21.6,0.54,10.28,-9.74,5.09,13,Simbad,588
03 10 50.226600,-00 21 40.53200,iPTF13dzb,1,SNII,0.03702,SDSS,,03 10 50.2266,-00 21 40.5320,03 10 49.3526,-00 46 31.03,19.932,0.2,15.135,0.152,0.06,0.14,-18.12,-20.53,-21.93,0.23,10.46,-10.25,6.55,14,Simbad,589
01 30 25.990400,+31 30 46.09190,iPTF13dzy,1,SNIIb,0.065,MATCHING,,01 30 25.9904,+31 30 46.0919,01 30 26.0131,+32 16 41.76,0.67,0.098,0.864,0.126,0.05,1.26,-1.27,-8.79,-13.33,-1.77,6.29,-8.26,0.41,4,Simbad,590
00 30 18.713200,+11 54 43.71590,iPTF13eal,1,SNII,0.0578,GAL.LINES,,00 30 18.7132,+11 54 43.7159,00 30 18.7060,+12 39 42.47,1.995,0.154,2.307,0.178,0.07,0.34,-16.29,-19.17,-20.67,0.2,10.06,-9.84,6.84,15,Simbad,591
09 21 08.270400,+49 35 33.69730,iPTF13ebs,1,SNIIb,0.02754,SDSS,2013gg,09 21 08.2704,+49 35 33.6973,09 21 02.6485,+49 44 17.27,64.684,0.087,36.959,0.05,0.02,0.4,-17.82,-20.97,-22.93,1.12,10.79,-9.66,5.67,13,Simbad,592
08 17 15.878333,+56 34 42.30370,iPTF13ebw,1,SNIc-BL,0.068648,NED,,08 17 15.8783,+56 34 42.3037,08 17 15.3084,+57 20 11.14,6.102,0.132,8.275,0.179,0.06,0.23,-18.0,-20.8,-22.2,0.46,10.61,-10.16,5.9,15,Simbad,593
07 51 31.160400,+47 01 31.21750,iPTF13ece,1,SNII,0.0515,SDSS,,07 51 31.1604,+47 01 31.2175,07 51 31.0138,+47 32 05.75,1.504,0.211,1.561,0.219,0.07,0.17,-17.01,-19.02,-19.43,-0.32,9.34,-9.68,1.5,17,Simbad,594
09 55 32.460133,+68 37 08.66390,iPTF13ecn,1,SNII,0.0394,SDSS,,09 55 32.4601,+68 37 08.6639,09 55 34.1631,+68 42 55.39,9.708,0.277,7.823,0.223,0.07,0.19,-17.9,-20.34,-21.44,0.22,10.36,-10.15,7.45,15,Simbad,595
09 39 01.665933,+50 36 01.03610,iPTF13ecz,1,SNII,0.02511,SDSS,,09 39 01.6659,+50 36 01.0361,09 39 01.4880,+51 34 37.79,2.202,0.136,1.151,0.071,0.01,0.13,-15.89,-17.67,-18.18,-0.81,8.91,-9.71,4.29,15,Simbad,596
07 44 09.503733,+40 19 28.51680,iPTF13edf,1,SNIb,0.0267,GAL.LINES,,07 44 09.5037,+40 19 28.5168,07 44 09.7119,+40 48 14.51,2.489,0.162,1.38,0.09,0.04,0.12,-15.9,-17.27,-17.62,-0.82,8.67,-9.49,7.57,15,Simbad,597
07 54 13.689133,+39 03 31.38910,iPTF13edi,1,SNIIn,0.089,MATCHING,,07 54 13.6891,+39 03 31.3891,07 54 13.7146,+39 30 52.66,3.524,0.21,6.05,0.361,0.04,0.08,-15.05,-16.97,-17.23,-1.33,8.41,-9.75,1.57,10,Simbad,598
05 19 17.477333,+01 19 32.22590,iPTF13eds,1,SNII,0.02671,NED,,05 19 17.4773,+01 19 32.2259,05 19 16.6518,+01 55 26.32,13.077,0.202,7.254,0.112,0.12,0.12,-18.97,-20.45,-20.96,0.43,9.97,-9.55,7.68,14,Simbad,599
08 16 14.154400,+51 50 57.29750,iPTF13eeh,1,SNIIn,0.082535,NED,,08 16 14.1544,+51 50 57.2975,08 16 14.2067,+52 44 26.41,2.898,0.172,4.649,0.276,0.04,0.28,-17.48,-20.47,-21.98,0.41,10.6,-10.2,7.08,15,Simbad,600
08 51 54.977400,+33 04 59.31590,iPTF13eeo,1,SNII,0.087956,NED,,08 51 54.9774,+33 04 59.3159,08 51 55.5213,+34 00 40.15,7.33,0.318,12.451,0.54,0.02,0.11,-18.5,-20.3,-20.79,0.14,9.79,-9.68,1.9,17,Simbad,601
09 04 07.972600,+47 42 28.03750,iPTF13eer,1,SNII,0.047,GAL.LINES,,09 04 07.9726,+47 42 28.0375,09 04 07.9398,+48 08 11.21,1.88,0.135,1.791,0.129,0.02,0.1,-14.85,-17.39,-18.26,-1.35,9.12,-10.48,6.85,14,Simbad,602
02 48 40.863467,+15 30 49.29980,iPTF13eew,1,SNII,0.025511,NED,,02 48 40.8635,+15 30 49.2998,02 48 41.5539,+16 24 27.30,11.232,0.064,5.959,0.034,0.07,0.31,-15.63,-19.86,-21.51,-0.38,10.34,-10.71,3.08,10,Simbad,603
07 55 26.126333,+52 48 18.23180,iPTF13efs,1,SNII,0.04062,SDSS,,07 55 26.1263,+52 48 18.2318,07 55 25.9740,+53 13 05.89,7.004,0.339,5.81,0.281,0.03,0.08,-16.69,-19.6,-20.64,-0.72,10.14,-10.86,9.41,17,Simbad,604
06 53 21.440000,+67 07 55.92200,iPTF13ehe,1,SLSN-I,0.3429,GAL.LINES,,06 53 21.4400,+67 07 55.9220,06 53 21.4089,+68 03 25.80,0.539,0.0,2.709,0.0,0.04,0.46,-13.57,-17.97,-20.22,0.1,9.61,-9.34,2.5,3,Simbad,605
02 32 49.297933,+49 38 28.37220,iPTF13ejp,1,SNII,0.025804,NED,,02 32 49.2979,+49 38 28.3722,02 32 49.6763,+49 58 10.33,8.986,0.117,4.821,0.063,0.24,0.09,-19.66,-21.24,-22.55,0.77,10.64,-9.86,9.73,11,Simbad,606
10 21 35.618333,+20 56 19.67170,iPTF13h,1,SNIIn,0.03886,SDSS,,10 21 35.6183,+20 56 19.6717,10 21 35.6076,+21 22 27.14,6.782,0.11,5.394,0.087,0.02,0.06,-18.16,-19.49,-20.11,-0.01,9.55,-9.56,6.68,15,Simbad,607
10 30 58.353733,+20 04 53.44280,iPTF13jw,1,SNII,0.02652,SDSS,2013aw,10 30 58.3537,+20 04 53.4428,10 30 58.0177,+20 58 49.90,4.933,0.169,2.718,0.093,0.02,0.13,-16.54,-18.6,-19.24,-0.59,9.35,-9.96,3.85,16,Simbad,608
12 13 04.248533,+32 36 50.21640,iPTF13nu,1,SNIIb,0.02512,SDSS,,12 13 04.2485,+32 36 50.2164,12 13 03.7384,+33 24 22.82,6.702,0.18,3.503,0.094,0.01,0.06,-15.77,-17.27,-17.54,-1.16,8.69,-9.85,4.83,16,Simbad,609
14 12 38.127467,+46 12 16.18020,iPTF13oh,1,SNII,0.02323,SDSS,,14 12 38.1275,+46 12 16.1802,14 12 35.8539,+46 30 48.90,23.749,0.159,11.506,0.077,0.01,0.1,-18.21,-19.82,-20.38,0.01,9.81,-9.81,6.99,15,Simbad,610
13 07 19.527933,+02 00 14.00080,iPTF13qu,1,SNII,0.0194,SDSS,,13 07 19.5279,+02 00 14.0008,13 07 18.9235,+02 12 40.13,9.158,0.245,3.723,0.1,0.02,0.13,-17.72,-19.5,-20.16,-0.07,9.73,-9.79,6.03,16,Simbad,611
11 40 35.763000,+00 51 16.67340,iPTF13rk,1,SNII,0.07636,SDSS,,11 40 35.7630,+00 51 16.6734,11 40 35.8247,+01 07 16.00,1.011,0.228,1.511,0.341,0.02,0.31,-17.75,-20.53,-21.84,0.62,10.46,-9.83,4.79,10,Simbad,612
15 58 51.190400,+18 13 53.06950,iPTF13u,1,SNIc-BL,0.099093,NED,,15 58 51.1904,+18 13 53.0695,15 58 51.4241,+19 12 38.74,7.371,0.126,13.926,0.238,0.04,0.2,-18.81,-21.02,-21.6,0.52,10.13,-9.63,1.11,17,Simbad,613
15 13 38.011600,+18 57 40.52340,iPTF13ua,1,SNIIn,0.117,MATCHING,,15 13 38.0116,+18 57 40.5234,15 13 38.0051,+19 36 07.30,1.405,0.174,3.07,0.38,0.04,0.07,-15.95,-16.98,-17.15,-0.86,8.11,-8.97,1.81,5,Simbad,614
14 57 52.784800,+48 25 13.19450,iPTF13um,1,SNII,0.0362,GAL.LINES,,14 57 52.7848,+48 25 13.1945,14 57 52.7207,+48 38 39.51,0.789,0.182,0.586,0.135,0.02,0.12,-15.63,-17.23,-18.27,-0.74,8.83,-9.56,7.84,15,Simbad,615
14 32 44.451600,+09 53 12.37630,iPTF13ut,1,SNII,0.00459,SDSS,2013ab,14 32 44.4516,+09 53 12.3763,14 32 43.9586,+10 23 24.37,19.446,0.164,1.904,0.016,0.02,0.2,-14.87,-16.94,-17.94,-0.9,8.86,-9.75,7.82,14,Simbad,616
13 38 42.332667,+32 18 23.11160,iPTF13v,1,SNIIb,0.06092,SDSS,,13 38 42.3327,+32 18 23.1116,13 38 41.6435,+32 48 44.68,11.603,0.132,14.091,0.16,0.01,0.19,-19.69,-21.99,-22.98,0.94,10.94,-10.0,6.5,17,Simbad,617
16 02 00.168800,+21 14 41.11080,iPTF13z,1,SNIIn,0.033,GAL.LINES,,16 02 00.1688,+21 14 41.1108,16 02 00.0575,+21 56 13.15,1.911,0.249,1.3,0.169,0.06,0.07,-15.74,-16.92,-17.07,-1.09,8.5,-9.59,8.25,16,Simbad,618
15 37 12.575533,+43 18 07.86820,iPTF13zl,1,SNII,0.01913,SDSS,,15 37 12.5755,+43 18 07.8682,15 37 13.2605,+44 10 38.11,16.078,0.161,6.447,0.065,0.02,0.28,-18.45,-21.13,-22.6,0.85,10.7,-9.85,5.61,17,Simbad,619
10 44 18.862133,+06 46 12.96730,iPTF14aag,1,SNIIb,0.0275,SDSS,,10 44 18.8621,+06 46 12.9673,10 44 18.4122,+07 07 54.04,11.168,0.277,6.372,0.158,0.03,0.34,-15.8,-19.15,-20.84,-0.06,10.04,-10.09,3.75,14,Simbad,620
12 22 57.326133,+28 29 54.84800,iPTF14abc,1,SNII,0.02538,SDSS,,12 22 57.3261,+28 29 54.8480,12 22 58.0221,+29 07 56.18,18.368,0.196,9.697,0.103,0.02,0.13,-17.39,-19.38,-20.27,-0.19,9.85,-10.05,8.52,17,Simbad,621
13 49 57.808333,+37 45 08.43660,iPTF14adz,1,SNII,0.0779,GAL.LINES,,13 49 57.8083,+37 45 08.4366,13 49 57.6754,+37 53 15.11,1.587,0.164,2.416,0.25,0.01,0.1,-17.1,-19.01,-19.53,-0.48,9.4,-9.88,3.02,13,Simbad,622
15 11 01.451200,+03 03 30.92110,iPTF14afz,1,SNII,0.04211,SDSS,,15 11 01.4512,+03 03 30.9211,15 11 01.5568,+03 29 03.73,5.11,0.15,4.387,0.129,0.03,0.13,-17.97,-19.71,-20.31,,9.84,-9.84,7.31,17,Simbad,623
11 33 04.016933,+33 07 23.49550,iPTF14ait,1,SNIbc,0.0392,SDSS,,11 33 04.0169,+33 07 23.4955,11 33 04.4572,+33 29 54.29,5.562,0.202,4.46,0.162,0.02,0.2,-16.42,-18.03,-18.53,-0.25,8.74,-8.97,1.66,14,Simbad,624
14 51 38.719733,+02 42 57.11150,iPTF14ajh,1,SNII,0.03361,SDSS,,14 51 38.7197,+02 42 57.1115,14 51 38.8298,+03 31 31.51,7.764,0.426,5.374,0.295,0.04,0.2,-18.5,-20.7,-21.56,0.47,10.38,-9.91,5.91,17,Simbad,625
12 06 32.008200,+39 14 13.60540,iPTF14ajq,1,SNII,0.0366,SDSS,,12 06 32.0082,+39 14 13.6054,12 06 33.2118,+39 29 44.63,14.145,0.169,10.624,0.127,0.03,0.31,-18.94,-21.84,-23.42,1.14,11.11,-9.97,6.57,17,Simbad,626
11 20 37.159800,+30 28 08.74310,iPTF14ajx,1,SNIIn,0.033,MATCHING,,11 20 37.1598,+30 28 08.7431,11 20 37.1580,+30 36 14.43,0.503,0.02,0.342,0.014,0.01,0.31,-9.74,-11.41,-11.9,-2.33,5.42,-7.75,0.13,2,Simbad,627
14 20 41.709400,+03 16 01.42430,iPTF14aki,1,SNIbn,0.064,MATCHING,,14 20 41.7094,+03 16 01.4243,14 20 41.6924,+03 19 21.04,1.943,0.176,2.47,0.224,0.03,0.08,-15.4,-16.62,-16.87,-1.16,8.38,-9.53,7.07,14,Simbad,628
11 13 05.800333,+05 20 31.16650,iPTF14ald,1,SNII,0.04343,SDSS,,11 13 05.8003,+05 20 31.1665,11 13 04.6389,+05 45 44.59,18.173,0.287,16.065,0.254,0.05,0.1,-18.09,-20.42,-21.81,0.1,10.39,-10.3,5.97,16,Simbad,629
08 30 53.848133,+28 32 36.89230,iPTF14amd,1,SNIIn,0.06599,SDSS,,08 30 53.8481,+28 32 36.8923,08 30 53.9120,+29 12 29.82,3.702,0.104,4.841,0.136,0.03,0.17,-16.15,-20.07,-22.2,-0.38,10.64,-11.01,5.98,15,Simbad,630
12 09 11.530400,+29 10 20.82110,iPTF14aoi,1,SNII,0.01275,SDSS,2014cn,12 09 11.5304,+29 10 20.8211,12 09 10.0286,+29 47 01.66,25.486,0.18,6.864,0.048,0.02,0.19,-18.1,-20.38,-21.66,0.4,10.36,-9.97,8.46,17,Simbad,631
12 24 51.947600,+29 54 47.09050,iPTF14aol,1,SNII,0.04112,NED,,12 24 51.9476,+29 54 47.0905,12 24 51.9531,+30 45 15.88,4.175,0.302,3.504,0.253,0.02,0.17,-17.34,-19.05,-19.7,-0.05,9.55,-9.6,8.42,15,Simbad,632
09 02 05.572533,+22 27 15.54550,iPTF14apl,1,SNIc,0.0363,GAL.LINES,,09 02 05.5725,+22 27 15.5455,09 02 05.6792,+22 42 02.64,1.562,0.113,1.164,0.084,0.03,0.12,-14.95,-16.92,-17.57,-1.25,8.78,-10.03,6.39,17,Simbad,633
14 04 16.382933,+33 10 24.46390,iPTF14asz,1,SNII,0.05241,SDSS,,14 04 16.3829,+33 10 24.4639,14 04 15.7946,+33 38 16.71,8.313,0.225,8.774,0.237,0.01,0.28,-19.0,-21.61,-22.81,0.98,10.76,-9.78,3.11,16,Simbad,634
14 19 35.286733,+34 31 12.50180,iPTF14atc,2,SNIIb,0.068,GAL.LINES,,14 19 35.2867,+34 31 12.5018,14 19 35.1671,+34 42 11.79,1.972,0.114,2.651,0.153,0.01,0.13,-16.12,-17.81,-18.24,-0.76,8.96,-9.71,4.51,14,Simbad,635
17 03 25.497933,+40 46 41.11280,iPTF14awf,1,SNII,0.041,MATCHING,,17 03 25.4979,+40 46 41.1128,17 03 26.2622,+41 33 07.21,10.557,0.132,8.836,0.11,0.03,0.08,-16.86,-18.36,-18.73,-0.66,9.17,-9.83,6.08,15,Simbad,636
18 27 20.133133,+33 29 55.61410,iPTF14axx,1,SNII,0.049074,NED,,18 27 20.1331,+33 29 55.6141,18 27 20.2922,+33 30 31.21,5.294,0.074,5.252,0.073,0.07,0.19,-18.24,-21.32,-23.19,0.46,11.03,-10.56,7.07,11,Simbad,637
12 06 03.012200,+47 29 33.19260,iPTF14ayo,1,SNII,0.00189,NED,2014bi,12 06 03.0122,+47 29 33.1926,12 06 01.1825,+48 09 38.61,54.784,0.285,2.216,0.012,0.02,0.25,-15.43,-18.39,-19.81,-0.53,9.58,-10.13,3.97,12,Simbad,638
